"Index Name","Date","Open","High","Low","Close"
"NIFTY BANK","30 Oct 2018","24924.75","25121.50","24686.85","24807.75"
"NIFTY BANK","29 Oct 2018","24647.95","25023.75","24404.55","24959.70"
"NIFTY BANK","26 Oct 2018","24771.85","24771.95","24353.10","24421.05"
"NIFTY BANK","25 Oct 2018","24841.50","24977.35","24696.85","24817.45"
"NIFTY BANK","24 Oct 2018","25312.70","25356.90","24839.65","25064.20"
"NIFTY BANK","23 Oct 2018","24786.90","25124.60","24784.90","24972.45"
"NIFTY BANK","22 Oct 2018","25484.25","25504.75","25021.35","25078.60"
"NIFTY BANK","19 Oct 2018","24966.50","25277.90","24922.65","25085.80"
"NIFTY BANK","17 Oct 2018","25839.10","25915.35","25101.95","25188.60"
"NIFTY BANK","16 Oct 2018","25414.20","25707.05","25351.80","25589.65"
"NIFTY BANK","15 Oct 2018","25444.00","25466.20","25147.80","25388.05"
"NIFTY BANK","12 Oct 2018","25001.95","25484.20","24975.45","25395.85"
"NIFTY BANK","11 Oct 2018","24541.75","24940.10","24493.70","24783.95"
"NIFTY BANK","10 Oct 2018","24596.60","25371.15","24559.90","25321.70"
"NIFTY BANK","09 Oct 2018","24703.65","24759.90","24464.90","24527.65"
"NIFTY BANK","08 Oct 2018","24470.75","24745.35","24240.05","24618.35"
"NIFTY BANK","05 Oct 2018","24741.65","25080.20","24250.65","24443.45"
"NIFTY BANK","04 Oct 2018","24735.15","24893.40","24501.05","24819.30"
"NIFTY BANK","03 Oct 2018","25290.55","25470.05","25026.35","25069.90"
"NIFTY BANK","01 Oct 2018","24943.90","25412.15","24707.65","25367.00"
"NIFTY BANK","28 Sep 2018","25135.80","25354.70","24919.25","25119.85"
"NIFTY BANK","27 Sep 2018","25442.10","25452.50","25007.05","25042.15"
"NIFTY BANK","26 Sep 2018","25525.10","25525.10","25197.35","25376.30"
"NIFTY BANK","25 Sep 2018","24947.70","25406.95","24678.25","25330.35"
"NIFTY BANK","24 Sep 2018","25645.05","25649.70","24904.50","24970.35"
"NIFTY BANK","21 Sep 2018","26331.05","26490.40","25053.35","25596.90"
"NIFTY BANK","19 Sep 2018","26532.00","26611.60","26235.70","26277.35"
"NIFTY BANK","18 Sep 2018","26757.00","26901.05","26407.45","26441.45"
"NIFTY BANK","17 Sep 2018","27002.60","27002.60","26743.40","26820.30"
"NIFTY BANK","14 Sep 2018","27059.85","27205.75","26989.80","27163.85"
"NIFTY BANK","12 Sep 2018","26895.15","26895.15","26555.15","26819.20"
"NIFTY BANK","11 Sep 2018","27295.20","27318.45","26772.25","26807.50"
"NIFTY BANK","10 Sep 2018","27395.20","27404.85","27142.55","27201.75"
"NIFTY BANK","07 Sep 2018","27439.25","27512.50","27232.80","27481.45"
"NIFTY BANK","06 Sep 2018","27464.25","27552.80","27246.25","27468.70"
"NIFTY BANK","05 Sep 2018","27409.30","27506.30","27136.05","27376.05"
"NIFTY BANK","04 Sep 2018","27845.55","27875.15","27385.85","27430.75"
"NIFTY BANK","03 Sep 2018","28199.45","28203.20","27777.40","27819.50"
"NIFTY BANK","31 Aug 2018","27998.00","28157.35","27940.95","28061.75"
"NIFTY BANK","30 Aug 2018","28233.70","28233.70","27961.75","28103.25"
"NIFTY BANK","29 Aug 2018","28233.40","28344.10","28167.80","28224.10"
"NIFTY BANK","28 Aug 2018","28379.90","28388.65","28152.70","28269.65"
"NIFTY BANK","27 Aug 2018","27971.25","28317.75","27958.20","28264.20"
"NIFTY BANK","24 Aug 2018","27954.25","28122.75","27782.80","27834.70"
"NIFTY BANK","23 Aug 2018","28321.95","28325.45","27965.35","28027.90"
"NIFTY BANK","21 Aug 2018","28295.85","28305.95","28151.90","28257.90"
"NIFTY BANK","20 Aug 2018","28171.65","28322.30","28171.65","28274.25"
"NIFTY BANK","17 Aug 2018","27991.75","28178.15","27953.80","28128.55"
"NIFTY BANK","16 Aug 2018","27836.15","28013.10","27779.50","27826.55"
"NIFTY BANK","14 Aug 2018","27864.40","28053.05","27854.90","28021.70"
"NIFTY BANK","13 Aug 2018","27760.80","27911.85","27739.50","27794.40"
"NIFTY BANK","10 Aug 2018","28348.95","28377.90","28087.65","28124.25"
"NIFTY BANK","09 Aug 2018","28173.65","28363.40","28132.00","28320.00"
"NIFTY BANK","08 Aug 2018","27930.55","28128.65","27858.75","28062.45"
"NIFTY BANK","07 Aug 2018","27972.95","27988.20","27827.30","27875.90"
"NIFTY BANK","06 Aug 2018","27769.55","27994.00","27766.05","27898.50"
"NIFTY BANK","03 Aug 2018","27471.95","27723.00","27448.15","27695.50"
"NIFTY BANK","02 Aug 2018","27469.50","27487.90","27327.95","27355.95"
"NIFTY BANK","01 Aug 2018","27684.80","27820.15","27477.90","27596.60"
"NIFTY BANK","31 Jul 2018","27797.20","27839.20","27651.30","27764.15"
"NIFTY BANK","30 Jul 2018","27767.65","27873.70","27607.95","27842.60"
"NIFTY BANK","27 Jul 2018","27497.80","27661.05","27455.00","27634.40"
"NIFTY BANK","26 Jul 2018","27054.70","27455.10","27045.05","27406.40"
"NIFTY BANK","25 Jul 2018","26992.55","27074.00","26939.35","27031.30"
"NIFTY BANK","24 Jul 2018","26984.15","27128.00","26868.15","26974.40"
"NIFTY BANK","23 Jul 2018","26701.30","27040.10","26671.35","27008.15"
"NIFTY BANK","20 Jul 2018","26764.40","26946.55","26718.60","26873.20"
"NIFTY BANK","19 Jul 2018","26960.20","27025.45","26730.10","26789.65"
"NIFTY BANK","18 Jul 2018","27107.35","27187.15","26834.45","26880.90"
"NIFTY BANK","17 Jul 2018","26662.85","27041.35","26653.65","27008.10"
"NIFTY BANK","16 Jul 2018","26914.50","26939.05","26643.95","26679.80"
"NIFTY BANK","13 Jul 2018","27046.85","27102.35","26902.30","26935.95"
"NIFTY BANK","12 Jul 2018","26937.50","27164.80","26936.05","27026.55"
"NIFTY BANK","11 Jul 2018","26900.65","26938.85","26774.60","26816.20"
"NIFTY BANK","10 Jul 2018","26844.55","26939.55","26778.50","26894.55"
"NIFTY BANK","09 Jul 2018","26642.35","26781.20","26611.55","26753.30"
"NIFTY BANK","06 Jul 2018","26427.55","26609.85","26410.00","26493.85"
"NIFTY BANK","05 Jul 2018","26481.55","26598.45","26415.20","26503.30"
"NIFTY BANK","04 Jul 2018","26249.25","26480.50","26132.90","26433.95"
"NIFTY BANK","03 Jul 2018","26210.10","26316.10","26142.00","26204.10"
"NIFTY BANK","02 Jul 2018","26364.45","26371.60","26060.60","26230.30"
"NIFTY BANK","29 Jun 2018","26312.70","26465.00","26291.35","26364.20"
"NIFTY BANK","28 Jun 2018","26398.10","26487.85","26161.00","26324.60"
"NIFTY BANK","27 Jun 2018","26616.30","26634.30","26336.50","26423.40"
"NIFTY BANK","26 Jun 2018","26495.65","26712.60","26479.65","26601.70"
"NIFTY BANK","25 Jun 2018","26718.15","26804.90","26573.00","26609.70"
"NIFTY BANK","22 Jun 2018","26518.40","26806.55","26364.25","26766.85"
"NIFTY BANK","21 Jun 2018","26645.30","26682.95","26454.95","26496.95"
"NIFTY BANK","20 Jun 2018","26320.45","26574.75","26309.95","26557.70"
"NIFTY BANK","19 Jun 2018","26448.10","26448.10","26224.75","26265.75"
"NIFTY BANK","18 Jun 2018","26444.30","26477.50","26322.45","26409.30"
"NIFTY BANK","15 Jun 2018","26513.70","26586.40","26344.95","26417.40"
"NIFTY BANK","14 Jun 2018","26612.30","26623.25","26503.10","26562.25"
"NIFTY BANK","13 Jun 2018","26721.95","26765.45","26598.20","26642.80"
"NIFTY BANK","12 Jun 2018","26566.60","26656.45","26449.85","26607.10"
"NIFTY BANK","11 Jun 2018","26473.20","26653.00","26421.95","26453.55"
"NIFTY BANK","08 Jun 2018","26457.25","26481.00","26284.20","26451.35"
"NIFTY BANK","07 Jun 2018","26577.95","26766.95","26483.90","26517.80"
"NIFTY BANK","06 Jun 2018","26266.90","26425.20","26147.80","26367.60"
"NIFTY BANK","05 Jun 2018","26263.00","26342.40","26069.55","26251.00"
"NIFTY BANK","04 Jun 2018","27023.70","27047.55","26205.90","26257.55"
"NIFTY BANK","01 Jun 2018","26913.40","26996.80","26658.55","26692.80"
"NIFTY BANK","31 May 2018","26587.00","27164.55","26354.55","26956.20"
"NIFTY BANK","30 May 2018","26039.90","26405.45","25980.85","26327.80"
"NIFTY BANK","29 May 2018","26567.25","26570.95","26221.10","26254.80"
"NIFTY BANK","28 May 2018","26291.65","26713.65","26273.90","26614.25"
"NIFTY BANK","25 May 2018","26066.75","26325.55","26031.45","26273.55"
"NIFTY BANK","24 May 2018","25722.90","26073.10","25658.40","26016.80"
"NIFTY BANK","23 May 2018","25726.95","25903.90","25622.15","25684.95"
"NIFTY BANK","22 May 2018","25780.25","25945.65","25701.35","25777.70"
"NIFTY BANK","21 May 2018","26017.50","26066.75","25685.35","25750.80"
"NIFTY BANK","18 May 2018","26025.60","26032.00","25839.00","25875.60"
"NIFTY BANK","17 May 2018","26233.20","26283.55","26012.00","26073.80"
"NIFTY BANK","16 May 2018","26269.35","26428.35","26102.15","26182.15"
"NIFTY BANK","15 May 2018","26494.90","26972.05","26407.30","26474.00"
"NIFTY BANK","14 May 2018","26404.45","26565.40","26338.05","26475.15"
"NIFTY BANK","11 May 2018","26173.70","26437.25","26099.85","26413.15"
"NIFTY BANK","10 May 2018","26216.10","26266.40","26057.20","26131.00"
"NIFTY BANK","09 May 2018","25988.10","26206.50","25946.30","26154.45"
"NIFTY BANK","08 May 2018","26074.15","26116.25","25954.60","26090.50"
"NIFTY BANK","07 May 2018","25676.25","25913.50","25675.15","25852.05"
"NIFTY BANK","04 May 2018","25632.30","25680.40","25537.70","25645.40"
"NIFTY BANK","03 May 2018","25547.90","25653.45","25469.05","25605.25"
"NIFTY BANK","02 May 2018","25607.05","25716.75","25499.35","25568.30"
"NIFTY BANK","30 Apr 2018","25490.15","25617.50","25464.80","25531.60"
"NIFTY BANK","27 Apr 2018","25030.15","25441.50","25029.65","25394.60"
"NIFTY BANK","26 Apr 2018","24833.20","25064.00","24753.40","25010.90"
"NIFTY BANK","25 Apr 2018","24993.40","24993.40","24734.60","24814.40"
"NIFTY BANK","24 Apr 2018","24972.20","25123.45","24955.00","25042.10"
"NIFTY BANK","23 Apr 2018","25065.50","25084.15","24466.10","24960.65"
"NIFTY BANK","20 Apr 2018","25126.80","25126.80","24839.30","24943.85"
"NIFTY BANK","19 Apr 2018","25206.45","25207.30","25049.70","25126.15"
"NIFTY BANK","18 Apr 2018","25426.75","25426.75","25058.75","25102.30"
"NIFTY BANK","17 Apr 2018","25383.75","25402.55","25224.00","25334.45"
"NIFTY BANK","16 Apr 2018","25082.10","25348.55","25067.35","25320.85"
"NIFTY BANK","13 Apr 2018","25239.65","25411.30","25076.85","25200.60"
"NIFTY BANK","12 Apr 2018","25076.90","25244.80","24969.40","25195.10"
"NIFTY BANK","11 Apr 2018","25198.35","25207.05","24950.30","25098.25"
"NIFTY BANK","10 Apr 2018","25153.60","25279.90","25120.20","25226.80"
"NIFTY BANK","09 Apr 2018","24848.85","25152.85","24828.00","25093.80"
"NIFTY BANK","06 Apr 2018","24776.35","24933.60","24626.40","24873.15"
"NIFTY BANK","05 Apr 2018","24394.45","24824.90","24380.85","24759.80"
"NIFTY BANK","04 Apr 2018","24502.50","24666.30","24087.80","24129.50"
"NIFTY BANK","03 Apr 2018","24285.95","24538.00","24254.35","24510.60"
"NIFTY BANK","02 Apr 2018","24235.65","24373.40","24062.95","24328.50"
"NIFTY BANK","28 Mar 2018","24299.50","24361.00","24203.40","24263.35"
"NIFTY BANK","27 Mar 2018","24396.40","24496.95","24266.40","24434.15"
"NIFTY BANK","26 Mar 2018","23674.90","24290.65","23657.05","24244.35"
"NIFTY BANK","23 Mar 2018","23785.65","23796.30","23605.60","23670.40"
"NIFTY BANK","22 Mar 2018","24252.95","24314.40","24094.85","24141.50"
"NIFTY BANK","21 Mar 2018","24331.30","24459.75","24208.65","24255.60"
"NIFTY BANK","20 Mar 2018","24133.95","24355.65","24082.95","24168.20"
"NIFTY BANK","19 Mar 2018","24530.15","24588.05","24186.95","24245.10"
"NIFTY BANK","16 Mar 2018","24753.65","24785.35","24439.15","24489.55"
"NIFTY BANK","15 Mar 2018","24854.30","24939.85","24732.00","24791.85"
"NIFTY BANK","14 Mar 2018","24629.65","24894.30","24487.00","24851.65"
"NIFTY BANK","13 Mar 2018","24624.60","25009.65","24597.55","24738.65"
"NIFTY BANK","12 Mar 2018","24443.60","24716.05","24358.50","24664.20"
"NIFTY BANK","09 Mar 2018","24556.95","24564.75","24259.70","24296.45"
"NIFTY BANK","08 Mar 2018","24273.90","24534.50","24048.55","24477.65"
"NIFTY BANK","07 Mar 2018","24333.85","24373.40","24096.75","24134.10"
"NIFTY BANK","06 Mar 2018","24964.10","25040.25","24362.05","24448.45"
"NIFTY BANK","05 Mar 2018","24831.35","24873.05","24682.00","24818.70"
"NIFTY BANK","01 Mar 2018","25022.35","25226.05","24854.40","24902.55"
"NIFTY BANK","28 Feb 2018","25116.25","25192.95","24942.00","25107.40"
"NIFTY BANK","27 Feb 2018","25684.60","25723.55","25356.40","25383.60"
"NIFTY BANK","26 Feb 2018","25452.00","25722.15","25381.20","25687.90"
"NIFTY BANK","23 Feb 2018","25002.25","25345.15","24962.85","25302.50"
"NIFTY BANK","22 Feb 2018","24812.70","24987.05","24781.70","24955.20"
"NIFTY BANK","21 Feb 2018","24996.60","24999.70","24796.35","24936.70"
"NIFTY BANK","20 Feb 2018","25105.55","25158.10","24829.00","24874.40"
"NIFTY BANK","19 Feb 2018","25324.60","25326.05","24824.55","25058.55"
"NIFTY BANK","16 Feb 2018","25511.95","25601.00","25100.90","25163.90"
"NIFTY BANK","15 Feb 2018","25360.90","25615.15","25295.15","25424.35"
"NIFTY BANK","14 Feb 2018","25810.25","25810.25","25212.35","25341.25"
"NIFTY BANK","12 Feb 2018","25530.10","25757.85","25485.40","25701.60"
"NIFTY BANK","09 Feb 2018","25466.30","25598.30","25371.00","25463.65"
"NIFTY BANK","08 Feb 2018","25759.85","26126.40","25637.40","25920.65"
"NIFTY BANK","07 Feb 2018","26065.40","26078.40","25558.05","25670.00"
"NIFTY BANK","06 Feb 2018","25140.10","26140.60","25023.85","25811.30"
"NIFTY BANK","05 Feb 2018","25968.15","26215.10","25917.55","26098.75"
"NIFTY BANK","02 Feb 2018","27017.40","27017.55","26364.05","26451.15"
"NIFTY BANK","01 Feb 2018","27334.85","27613.50","27046.35","27220.70"
"NIFTY BANK","31 Jan 2018","27136.25","27455.75","27116.95","27379.45"
"NIFTY BANK","30 Jan 2018","27466.85","27470.25","27242.05","27269.05"
"NIFTY BANK","29 Jan 2018","27446.10","27652.05","27407.40","27498.45"
"NIFTY BANK","25 Jan 2018","27414.10","27522.85","27151.75","27445.65"
"NIFTY BANK","24 Jan 2018","27310.15","27479.25","27219.45","27398.55"
"NIFTY BANK","23 Jan 2018","27089.95","27422.05","27066.15","27390.60"
"NIFTY BANK","22 Jan 2018","26940.50","27074.90","26841.20","27041.20"
"NIFTY BANK","19 Jan 2018","26615.65","26957.85","26433.55","26909.50"
"NIFTY BANK","18 Jan 2018","26762.25","26887.65","26423.75","26537.40"
"NIFTY BANK","17 Jan 2018","25946.15","26335.85","25922.30","26289.10"
"NIFTY BANK","16 Jan 2018","26129.15","26136.40","25931.70","25974.90"
"NIFTY BANK","15 Jan 2018","25858.15","26091.80","25842.95","26069.20"
"NIFTY BANK","12 Jan 2018","25732.40","25775.15","25557.60","25749.05"
"NIFTY BANK","11 Jan 2018","25628.20","25694.65","25532.25","25660.90"
"NIFTY BANK","10 Jan 2018","25709.90","25717.60","25527.50","25617.30"
"NIFTY BANK","09 Jan 2018","25727.95","25803.80","25617.25","25703.80"
"NIFTY BANK","08 Jan 2018","25690.25","25771.50","25643.80","25676.10"
"NIFTY BANK","05 Jan 2018","25524.45","25643.35","25499.55","25601.85"
"NIFTY BANK","04 Jan 2018","25367.65","25490.35","25310.30","25462.60"
"NIFTY BANK","03 Jan 2018","25425.75","25454.90","25300.90","25318.60"
"NIFTY BANK","02 Jan 2018","25382.20","25425.50","25232.80","25338.25"
"NIFTY BANK","01 Jan 2018","25565.75","25588.00","25271.55","25318.10"
